lon,lat,lon_norm,lat_norm,lon_bin,lat_bin,partition_id,local_cluster,is_border,global_cluster
121.482,31.2348,0.4648927277793183,0.3129887640449433,55,37,55_37,-1,True,-1
121.4833,31.235,0.46670381721927445,0.31316853932584177,56,37,56_37,-1,True,-1
121.4828,31.236,0.4660072443577498,0.3140674157303372,55,37,55_37,-1,True,-1
121.4826,31.2371,0.46572861521315184,0.31505617977528194,55,37,55_37,-1,True,-1
121.4823,31.2381,0.4653106714962252,0.3159550561797742,55,37,55_37,-1,True,-1
121.4823,31.2385,0.4653106714962252,0.31631460674157114,55,37,55_37,-1,True,-1
121.4823,31.2391,0.4653106714962252,0.3168539325842697,55,38,55_38,-1,True,-1
121.4816,31.2411,0.4643354694901025,0.3186516853932575,55,38,55_38,-1,True,-1
121.482,31.24,0.4648927277793183,0.31766292134831275,55,38,55_38,-1,True,-1
121.4801,31.2405,0.4622457509055286,0.3181123595505621,55,38,55_38,-1,True,-1
121.4793,31.2415,0.4611312343270971,0.3190112359550544,55,38,55_38,-1,False,-1
121.4781,31.2423,0.4594594594594498,0.3197303370786514,55,38,55_38,-1,True,-1
121.476,31.2413,0.4565338534410622,0.3188314606741559,54,38,54_38,-1,True,-1
121.4736,31.2408,0.4531903037057676,0.3183820224719098,54,38,54_38,-1,True,-1
121.4723,31.2405,0.45137921426581146,0.3181123595505621,54,38,54_38,-1,True,-1
121.471,31.2401,0.44956812482585534,0.3177528089887652,53,38,53_38,-1,True,-1
121.4693,31.2396,0.4471997770966834,0.3173033707865158,53,38,53_38,-1,True,-1
121.4686,31.2405,0.446224575090541,0.3181123595505621,53,38,53_38,-1,True,-1
121.4696,31.2408,0.44761772081359025,0.3183820224719098,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4706,31.242,0.4490108665366396,0.3194606741573037,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.4706,31.2413,0.4490108665366396,0.3188314606741559,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.471,31.2416,0.44956812482585534,0.31910112359550363,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4711,31.2416,0.4497074393981642,0.31910112359550363,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2415,0.44928949568123755,0.3190112359550544,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.4708,31.2413,0.44928949568123755,0.3188314606741559,53,38,53_38,-1,True,-1
121.472,31.2413,0.4509612705488848,0.3188314606741559,54,38,54_38,-1,True,-1
121.4721,31.2403,0.4511005851211937,0.31793258426966364,54,38,54_38,-1,True,-1
121.4706,31.24,0.4490108665366396,0.31766292134831275,53,38,53_38,-1,True,-1
121.469,31.2395,0.44678183337975674,0.3172134831460666,53,38,53_38,-1,True,-1
121.4691,31.2381,0.4469211479520656,0.3159550561797742,53,37,53_37,-1,True,-1
121.47,31.2363,0.448174979102806,0.3143370786516849,53,37,53_37,-1,True,-1
121.471,31.2346,0.44956812482585534,0.31280898876404484,53,37,53_37,-1,True,-1
121.4721,31.2328,0.4511005851211937,0.3111910112359555,54,37,54_37,-1,True,-1
121.4733,31.231,0.45277235998884097,0.3095730337078662,54,37,54_37,-1,True,-1
121.4745,31.2293,0.45444413485650803,0.3080449438202229,54,36,54_36,-1,True,-1
121.4753,31.228,0.4555586514349395,0.3068764044943829,54,36,54_36,-1,True,-1
121.4753,31.2271,0.4555586514349395,0.3060674157303367,54,36,54_36,-1,False,-1
121.475,31.227,0.45514070771801285,0.30597752808988743,54,36,54_36,-1,False,-1
121.4716,31.2258,0.45040401225966903,0.30489887640449354,54,36,54_36,-1,True,-1
121.4708,31.2255,0.44928949568123755,0.3046292134831458,53,36,53_36,-1,True,-1
121.4671,31.224,0.44413485650598683,0.3032808988764042,53,36,53_36,-1,False,-1
121.4668,31.2205,0.44371691278908,0.3001348314606748,53,36,53_36,-1,True,-1
121.4683,31.2108,0.44580663137363413,0.29141573033707724,53,34,53_34,-1,True,-1
121.47,31.2068,0.448174979102806,0.2878202247191017,53,34,53_34,-1,True,-1
121.47,31.2068,0.448174979102806,0.2878202247191017,53,34,53_34,-1,True,-1
121.4698,31.2008,0.44789634995820804,0.2824269662921352,53,33,53_33,-1,True,-1
121.4698,31.2008,0.44789634995820804,0.2824269662921352,53,33,53_33,-1,True,-1
121.4686,31.2005,0.446224575090541,0.2821573033707875,53,33,53_33,-1,True,-1
121.4676,31.2001,0.44483142936751147,0.2817977528089874,53,33,53_33,-1,True,-1
121.467,31.2016,0.44399554193367796,0.283146067415729,53,33,53_33,-1,True,-1
121.467,31.204,0.44399554193367796,0.2853033707865169,53,34,53_34,-1,True,-1
121.4691,31.2045,0.4469211479520656,0.28575280898876304,53,34,53_34,-1,False,-1
121.4706,31.2045,0.4490108665366396,0.28575280898876304,53,34,53_34,-1,True,-1
