lon,lat,global_cluster
121.4711,31.2415,-1
121.4703,31.241,-1
121.4706,31.24,-1
121.469,31.2396,-1
121.4691,31.2383,-1
121.4701,31.2358,-1
121.472,31.233,-1
121.4733,31.231,-1
121.4733,31.231,-1
121.4736,31.2305,-1
121.4746,31.2288,-1
121.4748,31.2278,-1
121.4745,31.2278,-1
121.4751,31.2283,-1
121.4735,31.2313,-1
121.4735,31.2313,-1
121.4735,31.2313,-1
121.4735,31.2313,-1
121.4735,31.2313,-1
121.4735,31.2313,-1
121.4721,31.2331,-1
121.4728,31.2301,-1
121.4651,31.2255,-1
121.4663,31.2138,-1
121.4701,31.2058,-1
121.4701,31.2058,-1
121.4701,31.2058,-1
121.4701,31.2058,-1
121.4701,31.2058,-1
121.4701,31.2058,-1
121.4701,31.2058,-1
121.4701,31.2081,-1
121.4726,31.2086,-1
121.472,31.2106,-1
121.4723,31.2108,-1
121.4741,31.2115,-1
121.4751,31.2118,-1
121.4753,31.2128,-1
121.4748,31.2145,-1
121.4745,31.2155,-1
121.474,31.218,-1
121.4738,31.219,-1
121.4736,31.2198,-1
121.474,31.2213,-1
121.4731,31.222,-1
121.4721,31.223,-1
121.4715,31.2238,-1
121.471,31.2246,-1
121.471,31.2256,-1
121.4728,31.2265,-1
121.4741,31.2268,-1
121.4743,31.2281,-1
121.474,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4738,31.2286,-1
121.4755,31.219,-1
121.4746,31.2203,-1
121.4743,31.2213,-1
121.4721,31.2231,-1
121.4716,31.2238,-1
121.471,31.2243,-1
121.4705,31.2253,-1
121.4725,31.2263,-1
121.4753,31.2281,-1
121.4745,31.2295,-1
121.4736,31.231,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4721,31.233,-1
121.4735,31.2308,-1
121.4646,31.226,-1
121.4661,31.2141,-1
121.4716,31.2015,-1
121.4621,31.195,-1
121.4486,31.188,-1
121.4358,31.1798,-1
121.431,31.1801,-1
121.4228,31.1576,-1
121.4116,31.1471,-1
121.4085,31.1398,-1
121.4135,31.1336,-1
121.4156,31.1343,-1
121.4235,31.1371,-1
121.4233,31.1378,-1
121.4233,31.1378,-1
121.4233,31.1378,-1
121.4211,31.1428,-1
121.4243,31.1451,-1
121.4296,31.1675,-1
121.4411,31.1831,-1
121.4548,31.1901,-1
121.4665,31.1968,-1
121.4693,31.1966,-1
121.4693,31.1966,-1
121.4693,31.1966,-1
121.4825,31.1775,-1
121.4868,31.1798,-1
121.4895,31.1801,-1
121.4983,31.1875,-1
121.5131,31.1958,-1
121.5145,31.198,-1
121.5148,31.1976,-1
121.5151,31.1985,-1
121.5158,31.1998,-1
121.5165,31.2011,-1
121.517,31.2021,-1
121.5166,31.2068,-1
121.5166,31.2068,-1
121.5158,31.207,-1
121.5161,31.2093,-1
121.5168,31.2108,-1
121.5178,31.2128,-1
121.5183,31.2146,-1
121.5183,31.2158,-1
121.5186,31.2186,-1
121.5173,31.2233,-1
121.5163,31.2251,-1
121.5151,31.2273,-1
121.5138,31.2295,-1
121.513,31.2325,-1
121.5113,31.2321,-1
121.5115,31.23,-1
121.5118,31.2291,-1
121.5096,31.2285,-1
121.5071,31.2275,-1
121.5066,31.2273,-1
121.5066,31.2273,-1
121.5066,31.2273,-1
121.477,31.2233,-1
121.4765,31.2258,-1
121.4756,31.2271,-1
121.4751,31.228,-1
121.4745,31.2293,-1
121.4738,31.2303,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4735,31.2311,-1
121.4733,31.231,-1
121.4721,31.2303,-1
121.4733,31.231,-1
121.4733,31.231,-1
121.4733,31.231,-1
121.4733,31.2311,-1
121.4728,31.232,-1
121.472,31.233,-1
121.471,31.2345,-1
121.472,31.2365,-1
121.4703,31.2356,-1
121.4691,31.2353,-1
121.4698,31.2355,-1
121.4698,31.2355,-1
121.4776,31.2376,-1
121.4816,31.2398,-1
121.485,31.2408,-1
121.4858,31.2435,-1
121.5058,31.2551,-1
121.5073,31.2586,-1
121.5073,31.2586,-1
121.5063,31.2593,-1
121.5053,31.2603,-1
121.5043,31.2613,-1
121.5028,31.2626,-1
121.5021,31.2633,-1
121.5013,31.2633,-1
121.5001,31.2623,-1
121.4976,31.2606,-1
121.495,31.2585,-1
121.4925,31.2573,-1
121.492,31.2566,-1
121.489,31.2555,-1
121.4876,31.2553,-1
121.4873,31.2558,-1
121.4845,31.2565,-1
121.4841,31.2536,-1
121.4855,31.2438,-1
121.4866,31.2348,-1
121.4748,31.231,-1
121.465,31.2255,-1
121.4658,31.2156,-1
121.4715,31.2021,-1
121.4628,31.1953,-1
121.4503,31.1885,-1
121.4435,31.1841,-1
121.4413,31.1818,-1
121.4413,31.1818,-1
121.4345,31.1805,-1
121.437,31.1818,-1
121.437,31.1818,-1
121.4386,31.1823,-1
121.439,31.1838,-1
121.4368,31.1853,-1
121.4363,31.1856,-1
121.4343,31.185,-1
121.4323,31.1845,-1
121.432,31.1851,-1
121.4323,31.187,-1
121.4323,31.1891,-1
121.4326,31.1905,-1
121.4338,31.1908,-1
121.4345,31.191,-1
121.4345,31.191,-1
121.4345,31.191,-1
121.4345,31.1911,-1
121.4355,31.1913,-1
121.4378,31.1918,-1
121.4416,31.193,-1
121.4423,31.1933,-1
121.442,31.1945,-1
121.4411,31.1965,-1
121.4403,31.1985,-1
121.4415,31.1995,-1
121.4438,31.2003,-1
121.446,31.2015,-1
121.4483,31.2021,-1
121.4485,31.2031,-1
121.4481,31.2051,-1
121.45,31.2058,-1
121.4516,31.2063,-1
121.4533,31.2068,-1
121.4533,31.2081,-1
121.4533,31.2103,-1
121.4545,31.2166,-1
121.4558,31.2191,-1
121.4553,31.2206,-1
121.455,31.2226,-1
121.4571,31.2231,-1
121.4585,31.2231,-1
121.4585,31.2241,-1
121.4585,31.2246,-1
121.4585,31.2255,-1
121.4546,31.2245,-1
121.4436,31.2233,-1
121.4296,31.2125,-1
121.4266,31.2148,-1
121.4265,31.215,-1
121.4258,31.2141,-1
121.425,31.2131,-1
121.425,31.2131,-1
121.4288,31.2173,-1
121.4388,31.2218,-1
121.4545,31.2256,-1
121.4631,31.228,-1
121.459,31.2416,-1
121.4526,31.2485,-1
121.4523,31.2493,-1
121.4508,31.2498,-1
121.4506,31.2498,-1
121.4506,31.2498,-1
121.4506,31.2498,-1
121.4506,31.2498,-1
121.4526,31.2471,-1
121.452,31.2456,-1
121.4526,31.2448,-1
121.4528,31.244,-1
121.452,31.2441,-1
121.4508,31.2453,-1
121.45,31.2461,-1
121.4493,31.2473,-1
121.4493,31.2473,-1
121.4486,31.2483,-1
121.4471,31.2505,-1
121.4468,31.2536,-1
121.4473,31.2563,-1
121.4473,31.2566,-1
121.447,31.2576,-1
121.446,31.2588,-1
121.4458,31.259,-1
121.4453,31.2598,-1
121.45,31.2598,-1
121.4506,31.2586,-1
121.452,31.2585,-1
121.4535,31.2586,-1
121.4548,31.2586,-1
121.4546,31.2575,-1
121.4546,31.2565,-1
121.455,31.2555,-1
121.4573,31.2553,-1
121.459,31.2553,-1
121.46,31.2553,-1
121.4611,31.2556,-1
121.4626,31.256,-1
121.4638,31.2566,-1
121.4631,31.2581,-1
121.4628,31.2595,-1
121.4618,31.2596,-1
121.4606,31.2596,-1
121.4595,31.2596,-1
121.4591,31.2596,-1
121.4578,31.2595,-1
121.456,31.2591,-1
121.4548,31.2588,-1
121.4535,31.2588,-1
121.4523,31.2585,-1
121.4511,31.2585,-1
121.4505,31.2591,-1
121.4501,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4496,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4495,31.2601,-1
121.4511,31.2583,-1
121.4523,31.2585,-1
121.4538,31.2588,-1
121.4546,31.2585,-1
121.4546,31.2558,-1
121.4555,31.2553,-1
121.4571,31.2553,-1
121.4575,31.2553,-1
121.4581,31.2553,-1
121.4581,31.2553,-1
121.4581,31.2553,-1
121.4581,31.2553,-1
121.4613,31.2366,-1
121.468,31.2115,-1
121.4721,31.2,-1
121.4463,31.1871,-1
121.4403,31.1828,-1
121.438,31.1811,-1
121.4373,31.1806,-1
121.437,31.1805,-1
121.4316,31.182,-1
121.4311,31.1828,-1
121.4318,31.184,-1
121.432,31.1851,-1
121.4323,31.1881,-1
121.4328,31.1908,-1
121.4336,31.1911,-1
121.4336,31.1908,-1
121.4338,31.1908,-1
121.4338,31.1908,-1
121.4338,31.1908,-1
121.4338,31.1908,-1
121.4338,31.191,-1
121.4338,31.191,-1
121.4338,31.191,-1
121.4338,31.191,-1
121.4338,31.191,-1
121.4351,31.1913,-1
121.437,31.1916,-1
121.4405,31.1926,-1
121.4415,31.193,-1
121.4425,31.1935,-1
121.4416,31.1953,-1
121.4405,31.1981,-1
121.4393,31.2005,-1
121.4385,31.2018,-1
121.4395,31.202,-1
121.4413,31.2026,-1
121.4446,31.2038,-1
121.4476,31.2051,-1
121.4488,31.2055,-1
121.451,31.2061,-1
121.4526,31.2066,-1
121.4553,31.2075,-1
121.4565,31.208,-1
121.4575,31.2078,-1
121.4576,31.2061,-1
121.4576,31.2048,-1
121.4583,31.2045,-1
121.4608,31.2055,-1
121.4616,31.206,-1
121.4623,31.2053,-1
121.4626,31.2041,-1
121.463,31.2035,-1
121.4633,31.2026,-1
121.4646,31.2033,-1
121.4663,31.2038,-1
121.4681,31.2043,-1
121.47,31.2048,-1
121.4711,31.205,-1
121.4731,31.2058,-1
121.4736,31.2058,-1
121.4735,31.207,-1
121.4728,31.2085,-1
121.4735,31.2088,-1
121.4751,31.209,-1
121.4756,31.2096,-1
121.4751,31.2108,-1
121.475,31.2116,-1
121.4755,31.2125,-1
121.4748,31.2141,-1
121.4751,31.2126,-1
121.4753,31.2121,-1
121.4728,31.2113,-1
121.4685,31.2108,-1
121.4673,31.2211,-1
121.4626,31.229,-1
121.46,31.2396,-1
121.4585,31.2498,-1
121.4578,31.2615,-1
121.4518,31.2721,-1
121.447,31.2868,-1
121.4446,31.2983,-1
121.4441,31.3111,-1
121.4411,31.3133,-1
121.4466,31.3173,-1
121.4508,31.3183,-1
121.45,31.3243,-1
121.45,31.3243,-1
121.451,31.324,-1
121.451,31.3225,-1
121.4511,31.3208,-1
121.4511,31.3201,-1
121.4511,31.319,-1
121.4511,31.318,-1
121.4506,31.316,-1
121.4496,31.3153,-1
121.448,31.3151,-1
121.4468,31.3153,-1
121.4445,31.3151,-1
121.4435,31.315,-1
121.4436,31.3133,-1
121.444,31.3123,-1
121.4443,31.3115,-1
121.4455,31.3123,-1
121.4466,31.3125,-1
121.4478,31.3125,-1
121.449,31.3125,-1
121.4501,31.3125,-1
121.452,31.3125,-1
121.455,31.3125,-1
121.4553,31.3161,-1
121.4553,31.3191,-1
121.4553,31.3218,-1
121.455,31.3266,-1
121.4551,31.3341,-1
121.4536,31.3381,-1
121.4535,31.34,-1
121.4535,31.34,-1
121.4528,31.3395,-1
121.4543,31.3366,-1
121.4551,31.333,-1
121.4551,31.329,-1
121.4575,31.3288,-1
121.4625,31.3305,-1
121.4635,31.3216,-1
121.47,31.3226,-1
121.4805,31.321,-1
121.4806,31.3093,-1
121.4845,31.2963,-1
121.4863,31.2888,-1
121.486,31.2848,-1
121.4858,31.2791,-1
121.4858,31.2788,-1
121.4858,31.2788,-1
121.4858,31.2788,-1
121.4858,31.2788,-1
121.4843,31.262,-1
121.4843,31.262,-1
121.4843,31.262,-1
121.4843,31.262,-1
121.4843,31.262,-1
121.4843,31.262,-1
121.4843,31.262,-1
121.4858,31.2378,-1
121.4771,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4736,31.2345,-1
121.4746,31.2281,-1
121.4741,31.2273,-1
121.4738,31.2265,-1
121.4733,31.2265,-1
121.4733,31.2265,-1
121.4733,31.2265,-1
121.4678,31.2291,-1
121.4673,31.2298,-1
121.4663,31.2301,-1
121.4638,31.2295,-1
121.4631,31.2286,-1
121.4631,31.228,-1
121.462,31.2291,-1
121.4606,31.2291,-1
121.461,31.2295,-1
121.4555,31.228,-1
121.4473,31.2246,-1
121.4336,31.2198,-1
121.4215,31.2118,-1
121.3936,31.2018,-1
121.3816,31.1948,-1
121.3811,31.1915,-1
121.3825,31.1895,-1
121.3826,31.1895,-1
121.3833,31.1891,-1
121.3833,31.1891,-1
121.3825,31.1898,-1
121.3821,31.1905,-1
121.3821,31.1905,-1
121.3811,31.192,-1
121.3803,31.193,-1
121.3798,31.194,-1
121.3811,31.195,-1
121.3833,31.1956,-1
121.3835,31.1958,-1
121.3835,31.1958,-1
121.3835,31.1958,-1
121.3775,31.1935,-1
121.3745,31.1916,-1
121.3745,31.1916,-1
121.3745,31.1916,-1
121.3691,31.186,-1
121.3683,31.1853,-1
121.3686,31.1868,-1
121.3686,31.189,-1
121.3683,31.19,-1
121.37,31.191,-1
121.3713,31.1918,-1
121.3718,31.1918,-1
121.3713,31.192,-1
121.3705,31.1931,-1
121.3695,31.1943,-1
121.3681,31.1953,-1
121.367,31.195,-1
121.3653,31.1945,-1
121.3648,31.1951,-1
121.364,31.1966,-1
121.3633,31.1975,-1
121.3623,31.1985,-1
121.3613,31.1998,-1
121.3605,31.2005,-1
121.3583,31.2003,-1
121.356,31.2003,-1
121.3556,31.2028,-1
121.3555,31.2053,-1
121.3551,31.207,-1
121.355,31.2081,-1
121.355,31.209,-1
121.3548,31.211,-1
121.3583,31.2106,-1
121.3606,31.2105,-1
121.3626,31.2103,-1
121.3643,31.2103,-1
121.3641,31.2113,-1
121.364,31.2123,-1
121.3636,31.2138,-1
121.3635,31.2155,-1
121.3631,31.2171,-1
121.3633,31.2183,-1
121.3633,31.2193,-1
121.3651,31.2191,-1
121.3656,31.219,-1
121.3691,31.2185,-1
121.3733,31.2215,-1
121.3881,31.22,-1
121.3931,31.2198,-1
121.4056,31.219,-1
121.406,31.219,-1
121.406,31.2213,-1
121.4063,31.2293,-1
121.4065,31.2295,-1
121.4056,31.2301,-1
121.4056,31.2316,-1
121.406,31.2326,-1
121.4078,31.2328,-1
121.4161,31.2373,-1
121.424,31.236,-1
121.4275,31.2335,-1
121.4315,31.2288,-1
121.4333,31.2275,-1
121.4351,31.2271,-1
121.4378,31.2266,-1
121.4446,31.2298,-1
121.4516,31.232,-1
121.4511,31.2305,-1
121.4516,31.2301,-1
121.451,31.2295,-1
121.451,31.2295,-1
121.4508,31.2285,-1
121.4516,31.2273,-1
121.4528,31.2273,-1
121.4546,31.2283,-1
121.4558,31.2285,-1
121.4578,31.2288,-1
121.4596,31.2295,-1
121.4605,31.2291,-1
121.46,31.2291,-1
121.4596,31.2293,-1
121.4591,31.2291,-1
121.4595,31.229,-1
121.4586,31.2286,-1
121.4586,31.2286,-1
121.4586,31.2286,-1
121.4586,31.2286,-1
121.4585,31.2285,-1
121.4585,31.2283,-1
121.4583,31.2296,-1
121.4585,31.2288,-1
121.4585,31.2288,-1
121.4583,31.2288,-1
121.4581,31.2298,-1
121.458,31.227,-1
121.4598,31.229,-1
121.4595,31.2291,-1
121.4546,31.2228,-1
121.4586,31.2278,-1
121.46,31.232,-1
121.4596,31.2358,-1
121.4603,31.2296,-1
121.4615,31.2296,-1
121.4626,31.2298,-1
121.4636,31.23,-1
121.4651,31.23,-1
121.4668,31.2296,-1
121.467,31.2296,-1
121.467,31.2301,-1
121.4661,31.2313,-1
121.4653,31.2325,-1
121.4658,31.2335,-1
121.4671,31.235,-1
121.4678,31.2358,-1
121.4703,31.2358,-1
121.4663,31.2358,-1
121.4656,31.237,-1
121.4643,31.24,-1
121.4611,31.2406,-1
121.458,31.2446,-1
121.4541,31.2681,-1
121.45,31.273,-1
121.4491,31.2726,-1
121.4473,31.272,-1
121.4455,31.2711,-1
121.4453,31.271,-1
121.4458,31.2698,-1
121.4461,31.2695,-1
121.447,31.2661,-1
121.45,31.2601,-1
121.4475,31.2571,-1
121.4476,31.2575,-1
121.4476,31.2578,-1
121.4501,31.2556,-1
121.451,31.2555,-1
121.4511,31.2555,-1
121.4523,31.2553,-1
121.4478,31.257,-1
121.4458,31.2588,-1
121.4453,31.2596,-1
121.4453,31.2598,-1
121.4428,31.2596,-1
121.4303,31.2543,-1
