lon,lat,global_cluster
121.4653,30.9186,-1
121.4653,30.9185,-1
121.4646,30.9188,-1
121.4646,30.9188,-1
121.4643,30.919,-1
121.4646,30.916,-1
121.466,30.9123,-1
121.467,30.9093,-1
121.4648,30.9081,-1
121.4596,30.9071,-1
121.4538,30.9083,-1
121.4526,30.9125,-1
121.4511,30.916,-1
121.45,30.9198,-1
121.4505,30.9205,-1
121.4506,30.9205,-1
121.4506,30.9205,-1
121.4506,30.9205,-1
121.4501,30.9205,-1
121.4503,30.9173,-1
121.4508,30.9163,-1
121.4515,30.9146,-1
121.456,30.9126,-1
121.4571,30.9096,-1
121.4601,30.9105,-1
121.4636,30.9093,-1
121.465,30.9085,-1
121.4651,30.9086,-1
121.4626,30.91,-1
121.4625,30.9148,-1
121.4645,30.9155,-1
121.4643,30.9175,-1
121.4635,30.9201,-1
121.4608,30.9278,-1
121.459,30.9331,-1
121.4571,30.9383,-1
121.4541,30.947,-1
121.446,30.9708,-1
121.442,30.9823,-1
121.4378,30.9935,-1
121.4368,30.995,-1
121.4365,31.0001,-1
121.4453,31.0033,-1
121.4451,30.9981,-1
121.4346,31.0128,-1
121.429,31.0245,-1
121.4251,31.0318,-1
121.4183,31.0296,-1
121.4145,31.0283,-1
121.41,31.034,-1
121.4065,31.0431,-1
121.405,31.0471,-1
121.402,31.056,-1
121.398,31.066,-1
121.3945,31.0668,-1
121.3888,31.0658,-1
121.3816,31.0651,-1
121.3783,31.0723,-1
121.3723,31.0901,-1
121.3798,31.093,-1
121.383,31.0951,-1
121.3816,31.1018,-1
121.3833,31.1058,-1
121.3833,31.1058,-1
121.3835,31.1105,-1
121.3851,31.1186,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.391,31.1268,-1
121.3905,31.1275,-1
121.3855,31.1268,-1
121.381,31.1256,-1
121.38,31.126,-1
121.3761,31.1236,-1
121.3675,31.1233,-1
121.3608,31.1215,-1
121.3555,31.12,-1
121.3508,31.1176,-1
121.3453,31.1151,-1
121.3393,31.1138,-1
121.3348,31.1113,-1
121.331,31.1151,-1
121.3305,31.1161,-1
121.3295,31.1178,-1
121.3258,31.1261,-1
121.3243,31.1291,-1
121.3291,31.133,-1
121.3338,31.1335,-1
121.3375,31.1265,-1
121.3411,31.125,-1
121.348,31.129,-1
121.3538,31.1261,-1
121.3611,31.1295,-1
121.3685,31.1323,-1
121.3725,31.1255,-1
121.3733,31.1235,-1
121.3755,31.1186,-1
121.3763,31.1173,-1
121.3786,31.1138,-1
121.3786,31.1138,-1
121.3793,31.1131,-1
121.3815,31.1153,-1
121.3855,31.1191,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.3908,31.1268,-1
121.3911,31.1268,-1
121.3896,31.128,-1
121.3851,31.1293,-1
121.3835,31.1351,-1
121.3816,31.141,-1
121.3806,31.1445,-1
121.3791,31.1493,-1
121.3805,31.1536,-1
121.3813,31.1531,-1
121.3801,31.1533,-1
121.3776,31.1545,-1
121.3775,31.1576,-1
121.3886,31.1651,-1
121.3896,31.1616,-1
121.3915,31.156,-1
121.3918,31.1558,-1
121.3906,31.1593,-1
121.39,31.1611,-1
121.3891,31.1635,-1
121.3881,31.1663,-1
121.3858,31.1736,-1
121.3841,31.179,-1
121.3833,31.1793,-1
121.3796,31.1825,-1
121.3768,31.1858,-1
121.3735,31.1895,-1
121.3723,31.1908,-1
121.3721,31.1911,-1
121.3708,31.1926,-1
121.3693,31.1945,-1
121.3665,31.1976,-1
121.3648,31.2016,-1
121.365,31.2071,-1
121.369,31.2066,-1
121.3721,31.2095,-1
121.3725,31.2098,-1
121.3675,31.21,-1
121.3641,31.2111,-1
121.3603,31.2118,-1
121.3623,31.2103,-1
121.3646,31.2083,-1
121.3648,31.2028,-1
121.3685,31.1951,-1
121.3676,31.1923,-1
121.3635,31.192,-1
121.3575,31.1896,-1
121.3541,31.1886,-1
121.3533,31.1881,-1
121.3485,31.1835,-1
121.3491,31.1795,-1
121.3448,31.1728,-1
121.3451,31.1688,-1
121.3466,31.1661,-1
121.3428,31.1645,-1
121.3403,31.1633,-1
121.3403,31.1633,-1
121.3423,31.1591,-1
121.3435,31.157,-1
121.349,31.1501,-1
121.3538,31.1446,-1
121.3556,31.1448,-1
121.357,31.1466,-1
121.3545,31.1446,-1
121.3571,31.139,-1
121.3625,31.1291,-1
121.3663,31.1233,-1
121.3695,31.1188,-1
121.3708,31.1168,-1
121.3756,31.118,-1
121.3771,31.116,-1
121.3783,31.1141,-1
121.3786,31.1138,-1
121.377,31.1121,-1
121.377,31.1113,-1
121.3793,31.113,-1
121.38,31.1141,-1
121.3821,31.1161,-1
121.3831,31.117,-1
121.3875,31.1223,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.123,-1
121.391,31.1268,-1
121.3898,31.128,-1
121.3848,31.1266,-1
121.3813,31.1253,-1
121.3743,31.1231,-1
121.3701,31.1303,-1
121.3688,31.1326,-1
121.366,31.1355,-1
121.3656,31.1355,-1
121.365,31.1355,-1
121.3675,31.1348,-1
121.3711,31.1283,-1
121.3726,31.125,-1
121.3741,31.1215,-1
121.3756,31.1183,-1
121.3771,31.116,-1
121.377,31.1113,-1
121.377,31.1111,-1
121.3795,31.113,-1
121.3795,31.113,-1
121.3813,31.1148,-1
121.3823,31.1158,-1
121.386,31.12,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.3981,31.1336,-1
121.3995,31.1351,-1
121.3986,31.1375,-1
121.3893,31.1428,-1
121.3823,31.1408,-1
121.377,31.1395,-1
121.3765,31.1356,-1
121.3665,31.1315,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3633,31.1301,-1
121.3658,31.1311,-1
121.3658,31.1313,-1
121.3605,31.133,-1
121.3596,31.1345,-1
121.3596,31.1345,-1
121.3558,31.1416,-1
121.3496,31.15,-1
121.348,31.1516,-1
121.348,31.1516,-1
121.348,31.1515,-1
121.3516,31.1475,-1
121.3546,31.1433,-1
121.3581,31.1373,-1
121.3593,31.1348,-1
121.361,31.1316,-1
121.3661,31.1236,-1
121.3685,31.1201,-1
121.3693,31.1163,-1
121.3653,31.1145,-1
121.3655,31.1143,-1
121.364,31.114,-1
121.3613,31.1103,-1
121.3673,31.1126,-1
121.3701,31.1141,-1
121.372,31.1105,-1
121.3725,31.11,-1
121.3736,31.1088,-1
121.378,31.1116,-1
121.3795,31.1131,-1
121.3823,31.1156,-1
121.3841,31.1186,-1
121.3878,31.1226,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.3878,31.1228,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.388,31.123,-1
121.3908,31.1268,-1
121.391,31.1268,-1
121.3971,31.133,-1
121.3986,31.1338,-1
121.4055,31.1411,-1
121.4151,31.1501,-1
121.4255,31.1598,-1
121.4298,31.1695,-1
121.4311,31.1798,-1
121.4321,31.1888,-1
121.4325,31.1903,-1
121.436,31.1915,-1
121.4381,31.1918,-1
121.4405,31.1925,-1
121.4423,31.1935,-1
121.4475,31.196,-1
121.4496,31.1931,-1
121.4481,31.1918,-1
121.4445,31.1903,-1
121.4388,31.1875,-1
121.4333,31.1846,-1
121.4313,31.1841,-1
121.4281,31.183,-1
121.4261,31.1835,-1
121.4221,31.1846,-1
121.421,31.1828,-1
121.4153,31.1775,-1
121.4116,31.1771,-1
121.4095,31.1758,-1
121.4048,31.175,-1
121.3965,31.1731,-1
121.3906,31.1718,-1
121.3868,31.17,-1
121.3838,31.1653,-1
121.3773,31.1633,-1
121.3771,31.1608,-1
121.3851,31.1596,-1
121.3871,31.1566,-1
121.3901,31.1573,-1
121.3915,31.1565,-1
121.3931,31.1513,-1
121.3941,31.1485,-1
121.3963,31.1421,-1
121.397,31.1405,-1
121.398,31.1385,-1
121.3993,31.1356,-1
121.3993,31.1356,-1
121.3996,31.1351,-1
121.4011,31.132,-1
121.4038,31.1318,-1
121.4121,31.1326,-1
121.4148,31.134,-1
121.4198,31.136,-1
121.4248,31.1371,-1
121.4311,31.1391,-1
121.4355,31.1403,-1
121.434,31.144,-1
121.4405,31.1448,-1
121.4443,31.1458,-1
121.4465,31.142,-1
121.447,31.1371,-1
121.442,31.1356,-1
121.4388,31.1348,-1
121.434,31.1338,-1
121.431,31.1335,-1
121.424,31.1325,-1
121.4161,31.131,-1
121.4016,31.1291,-1
121.4015,31.1308,-1
121.4001,31.1345,-1
121.4,31.1345,-1
121.397,31.1331,-1
121.397,31.1331,-1
121.397,31.1331,-1
121.3968,31.133,-1
121.3945,31.1308,-1
121.388,31.1276,-1
121.3843,31.1326,-1
121.3833,31.1355,-1
121.3825,31.1385,-1
121.3823,31.1386,-1
121.3865,31.1421,-1
121.3941,31.145,-1
121.395,31.1455,-1
121.3976,31.1466,-1
121.3986,31.1483,-1
121.3976,31.149,-1
121.3971,31.149,-1
121.3996,31.148,-1
121.4008,31.1445,-1
121.4018,31.1413,-1
121.3985,31.1375,-1
121.3993,31.1353,-1
121.396,31.1323,-1
121.3928,31.1293,-1
121.3816,31.1193,-1
121.386,31.12,-1
121.3878,31.1225,-1
121.3878,31.1225,-1
121.3878,31.1225,-1
121.3878,31.1225,-1
121.3878,31.1225,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.3878,31.1226,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.1228,-1
121.388,31.123,-1
121.3906,31.1265,-1
121.391,31.1268,-1
121.3865,31.1273,-1
121.384,31.1335,-1
121.3786,31.1328,-1
121.378,31.138,-1
121.3785,31.1375,-1
121.3785,31.1375,-1
121.377,31.136,-1
121.3775,31.1346,-1
121.3776,31.1348,-1
121.3756,31.1355,-1
121.3691,31.1326,-1
121.3676,31.1376,-1
121.3661,31.14,-1
121.363,31.144,-1
121.3581,31.1511,-1
121.3551,31.1556,-1
121.3525,31.1575,-1
121.3493,31.1563,-1
121.3495,31.1563,-1
121.3533,31.1585,-1
121.3601,31.1598,-1
121.3623,31.1598,-1
121.3658,31.1598,-1
121.3686,31.16,-1
121.3758,31.1591,-1
121.3773,31.162,-1
121.3751,31.1626,-1
121.3731,31.1618,-1
121.3736,31.1616,-1
121.376,31.1628,-1
121.3773,31.1595,-1
121.3698,31.16,-1
121.3633,31.1601,-1
121.355,31.1593,-1
121.3535,31.158,-1
121.3558,31.1545,-1
121.352,31.152,-1
121.3481,31.1513,-1
121.3453,31.1545,-1
121.3453,31.1545,-1
121.3428,31.1586,-1
121.341,31.1618,-1
121.3366,31.169,-1
121.3335,31.173,-1
121.3315,31.1723,-1
121.3315,31.1723,-1
121.3313,31.1721,-1
121.3333,31.173,-1
121.3375,31.1676,-1
121.34,31.1635,-1
121.3393,31.161,-1
121.3393,31.1605,-1
121.3393,31.1605,-1
121.3395,31.1601,-1
121.3431,31.1593,-1
121.3461,31.158,-1
121.349,31.1571,-1
121.3493,31.1563,-1
121.3495,31.1563,-1
121.3535,31.158,-1
121.36,31.1598,-1
121.3616,31.1598,-1
121.3616,31.1598,-1
121.3593,31.1673,-1
121.3548,31.1788,-1
121.3645,31.1886,-1
121.3756,31.1921,-1
121.3885,31.199,-1
121.4005,31.2033,-1
121.4068,31.2075,-1
121.4061,31.2186,-1
121.41,31.2393,-1
121.4148,31.2431,-1
121.4188,31.24,-1
121.4191,31.2396,-1
121.4251,31.2353,-1
121.4318,31.2408,-1
121.433,31.242,-1
121.4375,31.2451,-1
121.4401,31.2468,-1
121.4391,31.2488,-1
121.4391,31.2488,-1
121.4373,31.2471,-1
121.437,31.2451,-1
121.4331,31.2425,-1
121.4311,31.2405,-1
121.4283,31.2393,-1
121.4271,31.2386,-1
121.4266,31.1861,-1
121.45,31.2461,-1
121.4508,31.245,-1
121.4531,31.242,-1
121.4551,31.2366,-1
121.4491,31.2345,-1
121.4468,31.2338,-1
121.4455,31.2331,-1
121.4395,31.23,-1
121.438,31.2293,-1
121.4351,31.2275,-1
121.4351,31.2275,-1
121.432,31.2288,-1
121.4298,31.231,-1
121.4256,31.2355,-1
121.4255,31.2353,-1
121.4226,31.2308,-1
121.4226,31.2303,-1
121.4196,31.2296,-1
121.416,31.237,-1
121.4153,31.2381,-1
121.411,31.2408,-1
121.398,31.2435,-1
121.3978,31.2421,-1
121.3978,31.2421,-1
121.3956,31.2406,-1
121.3955,31.2408,-1
121.3925,31.2466,-1
121.382,31.2491,-1
121.3733,31.252,-1
121.374,31.2536,-1
121.3745,31.2548,-1
121.3743,31.2546,-1
121.3733,31.2518,-1
121.3745,31.2511,-1
121.3815,31.2491,-1
121.3888,31.2471,-1
121.3916,31.2466,-1
121.4046,31.2455,-1
121.4088,31.242,-1
121.4101,31.2413,-1
121.4115,31.2403,-1
121.4165,31.2358,-1
121.4201,31.2288,-1
121.4225,31.2263,-1
121.4253,31.2146,-1
121.4155,31.2105,-1
121.4153,31.2108,-1
121.4045,31.206,-1
121.4045,31.206,-1
121.4013,31.2003,-1
121.3991,31.2006,-1
121.3956,31.2018,-1
121.401,31.2,-1
121.405,31.1986,-1
121.4045,31.1953,-1
121.4088,31.1963,-1
121.411,31.198,-1
121.4151,31.1975,-1
121.417,31.1971,-1
121.4221,31.196,-1
121.4268,31.1941,-1
121.4321,31.1953,-1
121.4335,31.1956,-1
121.4336,31.1955,-1
121.4325,31.191,-1
121.432,31.1881,-1
121.4306,31.1825,-1
121.4308,31.1825,-1
121.4303,31.1773,-1
121.4301,31.176,-1
121.4271,31.1701,-1
121.4223,31.1698,-1
121.4203,31.1693,-1
121.4203,31.169,-1
121.4201,31.1665,-1
121.415,31.1666,-1
121.4141,31.1661,-1
121.4141,31.1661,-1
121.4146,31.1635,-1
121.4123,31.1595,-1
121.4096,31.1596,-1
121.4096,31.1596,-1
121.4096,31.1596,-1
121.4095,31.1596,-1
121.4211,31.1618,-1
121.4241,31.1593,-1
121.4241,31.1593,-1
121.4245,31.1591,-1
121.4308,31.1771,-1
121.4303,31.1821,-1
121.4191,31.1871,-1
121.4128,31.1961,-1
121.412,31.2098,-1
121.4253,31.213,-1
121.436,31.221,-1
121.4481,31.2248,-1
121.4616,31.2255,-1
121.4741,31.2306,-1
121.4775,31.2323,-1
121.4791,31.2328,-1
121.4815,31.2328,-1
121.4838,31.2335,-1
121.4858,31.2343,-1
121.4858,31.2391,-1
121.4856,31.2408,-1
121.4856,31.2438,-1
121.4863,31.247,-1
121.492,31.2498,-1
121.4915,31.2503,-1
121.4915,31.2503,-1
121.4873,31.2486,-1
121.4853,31.2476,-1
121.4856,31.2425,-1
121.4858,31.2376,-1
121.4896,31.2326,-1
121.4971,31.2256,-1
121.5021,31.2168,-1
121.4986,31.2125,-1
121.497,31.2115,-1
121.4853,31.209,-1
121.4853,31.209,-1
121.4853,31.2098,-1
121.4853,31.21,-1
121.4818,31.2093,-1
121.4768,31.2078,-1
121.473,31.2058,-1
121.4706,31.2051,-1
121.4693,31.209,-1
121.466,31.2158,-1
121.4663,31.2246,-1
121.4621,31.234,-1
121.4586,31.2426,-1
121.4578,31.2476,-1
121.4526,31.2488,-1
121.4503,31.2501,-1
121.4503,31.2501,-1
121.451,31.248,-1
121.4493,31.2478,-1
121.4493,31.2478,-1
121.4423,31.2468,-1
121.4403,31.2463,-1
121.4368,31.2451,-1
121.4331,31.2425,-1
121.4325,31.242,-1
121.431,31.2403,-1
121.429,31.2396,-1
121.4253,31.2356,-1
121.4253,31.2356,-1
121.423,31.2263,-1
121.4206,31.2236,-1
121.412,31.22,-1
121.4061,31.219,-1
121.4075,31.2115,-1
121.4073,31.2106,-1
121.4068,31.2098,-1
121.4068,31.2086,-1
121.4073,31.2051,-1
121.4108,31.1981,-1
121.4143,31.1938,-1
121.4161,31.1911,-1
121.42,31.186,-1
121.4298,31.1808,-1
121.4305,31.1765,-1
121.4303,31.1755,-1
121.4293,31.1686,-1
121.4251,31.1601,-1
121.4226,31.1585,-1
121.4193,31.1545,-1
121.4186,31.1538,-1
121.4101,31.1456,-1
121.3991,31.1615,-1
121.3898,31.184,-1
121.3846,31.1946,-1
121.3803,31.2088,-1
121.3846,31.2096,-1
121.3836,31.2103,-1
121.384,31.2101,-1
121.387,31.2035,-1
121.3826,31.1996,-1
121.3845,31.1945,-1
121.3891,31.1846,-1
121.3906,31.1801,-1
121.3943,31.1698,-1
121.399,31.1613,-1
121.403,31.1513,-1
121.408,31.1406,-1
121.4121,31.1351,-1
121.4133,31.1336,-1
121.4181,31.1266,-1
121.4211,31.1216,-1
121.4236,31.1143,-1
121.4256,31.1085,-1
121.4266,31.1053,-1
121.43,31.0963,-1
121.4323,31.0901,-1
121.4358,31.0811,-1
121.4411,31.067,-1
121.4436,31.0601,-1
121.4456,31.055,-1
121.448,31.0488,-1
121.4511,31.0403,-1
121.4416,31.0371,-1
121.4405,31.0368,-1
121.4283,31.0328,-1
121.4258,31.0305,-1
121.4295,31.023,-1
121.4351,31.0118,-1
121.4388,30.9958,-1
121.444,30.9763,-1
121.4476,30.9655,-1
121.4501,30.9583,-1
121.4543,30.9463,-1
121.4611,30.9466,-1
121.4761,30.9505,-1
121.4871,30.9335,-1
121.4898,30.924,-1
121.4905,30.921,-1
121.4933,30.9141,-1
121.5013,30.9153,-1
121.5045,30.9136,-1
121.5043,30.9138,-1
121.5043,30.9138,-1
121.5043,30.9138,-1
121.5043,30.9138,-1
121.5043,30.9138,-1
121.5015,30.9138,-1
121.4943,30.9143,-1
121.4935,30.9075,-1
121.496,30.899,-1
121.4876,30.898,-1
121.5948,31.2,-1
121.5835,31.198,-1
121.5745,31.1955,-1
121.5726,31.1946,-1
121.5626,31.1923,-1
121.5548,31.1913,-1
121.5471,31.1905,-1
121.5358,31.19,-1
121.5293,31.1896,-1
121.5248,31.1935,-1
121.5251,31.1935,-1
121.5265,31.1938,-1
121.5285,31.1915,-1
121.5291,31.1898,-1
121.5303,31.1895,-1
121.5333,31.1895,-1
121.5351,31.1898,-1
121.5363,31.1898,-1
121.5386,31.1896,-1
121.5416,31.1896,-1
121.5478,31.1905,-1
121.5488,31.1896,-1
121.5495,31.1876,-1
121.5498,31.1863,-1
121.5501,31.1853,-1
121.552,31.181,-1
121.5528,31.1781,-1
121.5538,31.1753,-1
121.5551,31.1728,-1
121.5558,31.1716,-1
121.5563,31.1706,-1
121.5571,31.1693,-1
121.5576,31.1685,-1
121.5581,31.1671,-1
121.5588,31.1655,-1
121.5596,31.1651,-1
121.5623,31.1653,-1
121.5646,31.1655,-1
121.5675,31.1663,-1
121.5703,31.1673,-1
121.5728,31.168,-1
121.5753,31.1691,-1
121.5778,31.17,-1
121.5811,31.1713,-1
121.583,31.172,-1
121.5858,31.1731,-1
121.5888,31.1738,-1
121.5918,31.1745,-1
121.5943,31.175,-1
121.5966,31.1755,-1
121.5986,31.176,-1
121.601,31.177,-1
121.6031,31.1776,-1
121.6053,31.1785,-1
121.6096,31.1801,-1
121.612,31.1815,-1
121.614,31.1825,-1
121.6163,31.1836,-1
121.6181,31.1846,-1
121.6218,31.1865,-1
121.6241,31.1876,-1
121.6258,31.1885,-1
121.6263,31.1878,-1
121.6263,31.186,-1
121.6265,31.184,-1
121.6265,31.1828,-1
121.6265,31.1816,-1
121.6265,31.1805,-1
121.6266,31.1803,-1
121.6266,31.1803,-1
121.6266,31.1803,-1
121.6266,31.1803,-1
121.6266,31.1803,-1
121.6268,31.1803,-1
121.6268,31.1803,-1
121.6268,31.1803,-1
121.6266,31.1803,-1
121.6265,31.1861,-1
121.6166,31.2018,-1
121.6085,31.2013,-1
121.6081,31.207,-1
121.6043,31.2218,-1
121.6028,31.2258,-1
121.6006,31.2358,-1
121.5943,31.2445,-1
121.5855,31.2533,-1
121.581,31.2571,-1
121.5766,31.2551,-1
121.5766,31.2551,-1
121.5775,31.2558,-1
121.5783,31.2556,-1
121.5793,31.256,-1
121.5808,31.2571,-1
121.5823,31.256,-1
121.5841,31.2543,-1
121.586,31.2528,-1
121.5875,31.2511,-1
121.5895,31.2493,-1
121.5901,31.2485,-1
121.5916,31.2471,-1
121.5935,31.2453,-1
121.5948,31.2433,-1
121.5965,31.2413,-1
121.5981,31.2393,-1
121.6008,31.2351,-1
121.601,31.2341,-1
121.601,31.2341,-1
121.603,31.2253,-1
121.6041,31.2218,-1
121.6078,31.2121,-1
121.6053,31.2055,-1
121.6093,31.2001,-1
121.6191,31.1996,-1
121.6258,31.189,-1
121.6306,31.1891,-1
121.653,31.195,-1
121.661,31.197,-1
121.6731,31.1993,-1
121.6843,31.2013,-1
121.6861,31.1935,-1
121.6835,31.1925,-1
121.6821,31.192,-1
121.6811,31.1915,-1
121.6813,31.1905,-1
121.683,31.191,-1
121.685,31.1918,-1
121.6866,31.1923,-1
121.687,31.1915,-1
121.6875,31.1908,-1
121.6888,31.1911,-1
121.6901,31.1918,-1
121.6916,31.1923,-1
121.6933,31.193,-1
121.6941,31.1928,-1
121.6943,31.1918,-1
121.6946,31.1908,-1
121.6948,31.1903,-1
121.7013,31.1903,-1
121.7033,31.1835,-1
121.6976,31.1818,-1
121.6976,31.1818,-1
121.6968,31.182,-1
121.6965,31.1841,-1
121.6958,31.1863,-1
121.6953,31.1883,-1
121.6955,31.1891,-1
121.6978,31.1896,-1
121.7003,31.1901,-1
121.7015,31.191,-1
121.7011,31.1918,-1
121.703,31.185,-1
121.7095,31.183,-1
121.71,31.1818,-1
121.7096,31.1828,-1
121.7086,31.1828,-1
121.707,31.1823,-1
121.705,31.1818,-1
121.704,31.182,-1
121.7035,31.1835,-1
121.702,31.1881,-1
121.7015,31.1905,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7011,31.192,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7013,31.1913,-1
121.7018,31.1905,-1
121.7038,31.191,-1
121.7045,31.1916,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
121.7043,31.1925,-1
